content,labels
300ㅋㅋㅋㅋㅋㅋㅋㅋ,0
"""조센징""",1
세라핌은 티아5가 없어서 모르겠다.,0
이 요망한...,0
여성청소년 여성채용할당제,0
좆같은 여가부 무당의료보험 개정은퍼주기...이런 것만 없애도 사람 죽고사는 분야지원할 수 있지.,1
뭔 상황이야 꼴려,0
느그집 소개는 그만,0
배타고가는 운송비용 계산한담에 손해면 버리고 감 옛날부터 자주그랬음 ㅋㅋㅋㅋ,0
마리눈나 몸매 쩔어 헤으응...♡,0
솜사탕좆간 그 자체노,1
생각을 해봐. 니 옆에 누군가가 너보고 어떤 사람 죽이라면 네~ 하고 죽이겠어? 둘 다 책임이 있는거야. 특히 직접 죽인 사람이 더 큰 처벌을 받겠지. 안그래?,0
쥬지처럼 줄어들었다 늘어났다 하는거 아닐까,0
바2럴ㅋㅋ,0
역시 한씨들도 절라도 비율이 높음,0
재밌었어요 한국 애니스러운 느낌이 좋았음,0
진짜 빡대가리임? 그냥 격차를 비교하는거니 동일한 조건일 필요가 없는거다. 니말은 격차를 비교하는데 경력있는 직원과 신입사원을 비교할때 현재 수준으로 비교하지말고 신입사원의 월급이 오를테니 그수준으로 비교하자는거임.,0
ㅋㅋㅋ 3세트 마지막한타는 에포트가 병신같이했는데 왜 칸이 욕처먹노,1
미치놈들아 그만해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
이제 캬 못치노ㅋㅋㅋ,0
아버지가 돈 많나보네 29세 시의원 ㅋㅋ,0
문재앙 눈치본다고 못가겠지 곧 아프칸꼴 날듯,0
16000원이면 콜라 2개 + 페파로니 피자 레귤러 먹을 수 있음,0
몇번을 다시 봐도 존나 웃기놐ㅋㅋ,0
젤리추,0
와 씨 광고 퀄먼데 ㅋㅋㅋ,0
중기형 당신읏 도덕책.!,0
더 적성에 맞앗긔 정시는 러닝타임이 너무 길어,0
왜 여자만 항상 독박육아를 해야하는지 모르겠다,0
저거 그린애는 모두 포함이노 ㅠ,0
집에 자일리톨만있어도 핀라드다,0
정후야 기아로 와주면 안 되겠니...???,0
잣같은 군대...용나온다..증말....ㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂ잣같은 군바리 새리들....전쟁나면 뒤통수 조심해라...,0
수준 제일 낮기로 소문난 서부지구인데,0
뭐래 시발 옷벗고 수렵채취하면서 살던가 이유가 있긴 지랄이 스테인리스 주방식기가 없으니까 못 쓴 거지,1
ㄹㅇ 고인물이 응애가 하는거 영상한번보면 문제점 주르르륵 다나오는데 그런걸로 한두번만 봐줘도 진짜 하루이틀사이에 눈에 띄게 좋아지더라,0
너네들이야 말로는 스카이 서성한이겠지 ㅋ,0
침붕님) 김성모..를 빼면 안되죠! 왜빼!!,0
강호동 손으로 입 가리고 있는거 ㅋㅋㅋ,0
짱개 스파이 새끼들 목을 쳐야됨,0
이제 곧 만날텐데,0
미친궤쉑들 투성이네 ....악마집단,0
그 직접고른 인사가 똥싸고있잖아,0
근데 예선 탈락 이건 다른 리그를 너무 높게 평가하는거고,0
미정갤 틀딱 ㅁㅈㅎ,1
다음은 첩보액션물이나 천재물리학자 역이 겁나 잘어울릴거같음 사랑하오,0
엄청 좋아보이는데 저거,0
왜 안함?,0
그나마 흑발이 낫잖아,0
에휴.....중간 중간 웃겨주기는 하는데 너무 늘어짐. 배우들이 연기를 너무 잘해서 보고는 있는데 어째 점점 흥미가 떨어짐 오늘꺼 내용 진전도 없고 그냥 그랬는데 많이들 좋아하네 ㅋㅋㅋ,0
나처럼 가만히나있지 아는척하는놈들이 문제야ㅋㅋㅋ,0
지잡도 급이 있다 게이야,0
내가 미드 이렐할려는데 팀 조합 뭐일때 미드이렐 할만해?,0
역겹긴한데 범죄는 아니지 ㅋㅋ 누구한테 피해를 줬노 대체,0
일본에서 그냥 살아라국적 옮겨라,0
지금까지 해온것처럼 씩씩하고 밝은 준희양으로 자라줬으면 좋겠어. 항상 응원할께~~,0
머리카락 뭐썼어요 아조씨?,0
팬티찢고 동서남북으로 울부짖었다...,0
FFP...군침이 싸악 도노,0
부정형리리쮸,0
왜 스포?,0
고마워 따봉도치야,0
순간 고재근인줄알고 개깜놀했네.,0
신에다 여캔데 거르는건 겜을 안하겠다는거지,0
"슬슬 제목 대충 봐도 ""걍 이새끼들임ㅋㅋ"" 나올거 예상된다ㅋㅋ",0
"쟤네 최고존엄 돼지새끼들 취향에 따라 그때그때 달랐던거지,  저게 또 정석인척 주작질하냐 ㅋㅋㅋ",0
걍 이새끼들이었노 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
집 없는 애들이 이재명 지지하더라ㅋㅋ,0
호피무늬하고 난소 강조 진짜 개꼴린다 진짜,0
우리는 사대강 사업 이후 엄청난 호우와 가뭄이 들어도 국난 수준으로 확대되지 않는다. 일은 이렇게 해야 하는 거다.,0
초딩때 나같은 개찐따도 챙겨주던 축구 잘하는 인싸 무리 있었는데 ㄹㅇ 빼빼로 데이 때 여자애가 친구한테 왜 자기 과자는 안받아주고 다른 여자애 과자는 받아주냐고 우는거 라이브로 봄 ㅋㅋㅋ 팩트는 다른 여자애도 나 불러서 심부름시킨거 같이 나눠먹은거였는데,0
그건 니가 잼민이라서 그런듯,0
가을에서 겨울 걸치는 니트 코트감성 노무 조아,0
대체 뭐인거노,0
대한민국이 망하든 이나라를 떠나 이민을가든해야지조가튼 나라 서민1도생각안하는 나라 에라이 ㅅㅂ이다,1
진작에 미군이 도와줄때 같이 싸우지. 그 때 궁디 긁으면서 우린 안싸움 니들이 '해줘'거리던 새끼들이 순식간에 후장 털리니까 이제와서 화들짝 ㅋㅋㅋ,1
조작단거지sm찐따쇼나 남에프로에서까지 구걸하면서 말아먹지 말고 전현무데리고꺼져 이뇨나 너거들조작프로에나 게스트로구걸하고 해투피디델꼬 전현무랑 꺼져 양아치거지뇨나^^,1
띠닌 이런것도 회피성의 일종으로 보이긔,0
개나소나 가는 대기업 사원증 보고 부들하는 사람이 어딨어 그냥 별것도 아닌거 자랑하는게 보기싫은거지,0
지도 아니고 편하게 쇼핑하란다고 400만원 가까이 쓸어담는게 양심은 있는자의 컨셉인지.. 조작 아니라해도 욕먹을 행동이구만...,0
민주당 출신이랑 불륜까지한 간통녀를 페미 하나로 어떻게 이기노 물타기하지마라,0
왤케 고슁ㅁ?,0
댓글창 더러워서 보면 남자들이 많더라 지 일이나 신경쓸 것이지 남일에 관심도 많아 남이사 취집을 하든 퇴사를하든,0
예능을 진지빨고 보는년들이 넘많아져서 요즘 예능 개노잼됨 무도가 망한 이유기도하지 무도전성기땐 수위 장난아니었음,0
조선이라는 나라는 칼을들고가야 해결되는듯,0
니 회사 말한다고 누가 잡아가냐? 별 병신같은 ㅋㅋ,0
그러게 애 데리고 티비 좀 나오지 마요 애기 어릴 때 뭔 프로에 나와서 애기 침대에 툭 던지니까 리포터가 깜짝 놀라서 애기를 그렇게 던지냐고해도 해 맑게 웃더니만,0
얘네들 홈비디오 라고해서 용산에 상가하나 빌려다 작업실 차려놓고 일상생활 찍는거 있는데 지들끼리 존나 재밌게 놈ㅋㅋㅋ,0
누군지는 정말 모르지만 항상 모르겠습니다...,0
핌은 틱당 0.3퍼씩 감소해서 안됨. 뭐땜시 그러는진 모르겠음. 버그같음.,0
n수생도 아닐 수 도 있어,0
손승연 실력은 소향과 동급이라고 봅니다.,0
현역에선 열댓명중 하나지만 킹익에선 열댓명중 한둘뺴고 저럼..,0
돈도못버는년들이 결혼하면 신데렐라되는줄알더라,0
히든도 사기라 뭐,0
개독들은 나보다더한 지옥갈꺼니까,0
ㅗㅜㅑ 너무이쁘다,0
둘 다 검정 보라임,0
절대ㅜ안고쳐줌 ㄹㅇㅋㅋ,0
저거 원상복구 되는데 딱 3일 예상함.,0
어그로에 낚이는 ㅂㅅ들많노 ㅋㅋ,0
하나부터 열까지 전부 가식으로 보여짐 ㅋ 내가볼땐 얘네들 이 프로그램 끝나면 절대 안볼 사이들이야 옥주현봐라 프로그램때문에 억지로 어울리는거 한눈에 다보임,0
24에 필보 관련 내용은 수정 필요함 예전에 언젠가 패치해서 이제 정각 이후에 생성된 채널에서도 필드보스 정상적으로 등장함,0
닐씨가 요상한 게 아니라 예측모델 변수 설정과 계산식이 잘못된 것 같다. 누구한테 맡겨 개발했냐. 모델 개발 후 검증도 제대로 안하고 엉터리 모델 개발비 다 날린 것 같다. 국조해라~~ 모델 개발과정 그리고 개발모델 검증 제대로 피드백했는지... 아마 개판이었을 것 같다~~,0
캬.ㅅㅂ니네집에 빈대도사냐 얼마나 ㅈ같이생활하면 그런게 다보이겟노?,0
7번모야 헉,0
아무리 나이가 어려도 남편을 존중해주세요 애기도 태어났는데 남편한데 너 라고 하니 정말 듣기 거북하네요,0
죽었나봄,0
트위치도 뭔 기획같은거 안하냐?,0
치피뚝에 치확 10%뜨면 ㄹㅇ 기분 개좋을듯 치확뚝 쓸 필요가 없어짐,0
제주도 렌트는 선택이 아닌걸 우짜노,0
김예희 채린맘 몇살로 나오는거긔 도대체,0
게이니 seki.....,0
에휴ㅠㅠ 아들셋이라ㅋ 돈많으니 뭐~~,0
요약할게 있었겠냐 미안하다 자제하겠다 그게 다지 뭐,0
와 시바 그동안 연막탄 부대원 한 둘로는 효과적으로 깔기 어렵고 분대원 돌아가며 쓰기도 까다로워서 안 썼는데 이런게 필요했다,1
모자 이뻐요^^감자야 까꿍 엄마 잘 돌봐드려,0
피부톤 극단적으로 좋아지는거봐 ㅅㅂ,0
단장은 ㅇㅈ이지,0
미니어디,0
이래서 난민은 받아주면 안된다.,0
볼때마다 명작 ㄹㅇ,0
반박을 못하는건 즙한태 애미팔아먹은 느그즙독이고요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
추적하는 cctv인가?,0
담비가 천연기념물이라 ㄱㅊ,0
외국에서는 승무원이 하찮고 3D직종이라 기피하는데 한국에서만 유독 승무원이 대단한 직업으로 낙인찍였어,0
역시나 웨딩영상은 피쉬트리,0
자기들끼리 행복하면 되는거 아니냐? 행복이나 빌어줘라,0
이건 어느나라 애들한테 보여줘도 재밌어할듯,0
세리스마냥 출시전에 너프댈수도?,0
내가 너를 고소하고 싶어 정국아 진짜 존나 패고싶다 생각이없니? 국뽕으로 뭘하든 오냐오냐 해주니가 뭐든 니 멋대로 해도 되는것 같아? 공항에는 꼬박꼬박 마스크 끼고 오는놈이 놀러다닐땐 마스크도 안쓰고 진짜 서운하다 정국아,0
저 동네는 진짜 어떻게 된 동네일까;;;; ㄷㄷㄷㄷ,0
가만히 있던 힐데 동명이인이 죽이노ㅋㅋ,0
돈많은 게이 부럽노,0
포를 사람이 쏠정도면 무반동포 맞네,0
아브실골 현지인은 미드고 뭐고 다 5티어니까,0
나라에 그만한 돈이 있겠냐ㅋㅋㅋㅋ,0
와 저거 개좋네,0
"아니 출루율 1위, 삼진 1위, 홈런1위, 도루1위, 장타율 6할로 1위 ㅋㅋㅋ 이새낀 정체가 뭐냐 진심으로",0
통신비 누가 달랬나 차라리 독감접종 해 주라 코로나때문 힘들다,0
그럼 명품도 입지 말아야지ㅋㅋ. 명품도 대놓고 나 좋은 옷 입는다고 자랑하는건데ㅋㅋ,0
미국이 미군 파병하면서 장비 지원 이거 저거 다해줬는데 교전 안하고 도망가는거 일수고 주둔한 미군 철수 한다고 소식 듣고서 공항으로 가서 애기며 어린애들 버리면서 탈출 하는 것을 사람 취급 해줘야 하냐? 진짜로 ㅈ되는 애들 여성 탈출보다 지들 살겠다고 탈출하는것들이다 그래서 동점심 1도 안들고 불쌍한 애들만 죽어가는거 뿐이지 이거 때문에 난민 받자 이런 소리 듣기도 싫음,0
배씨 어감 ㅆㅎㅌㅊ 서씨 한씨 윤씨가 근본이긔,0
알페스 BL소설 보고 클리 비비는 년들이 할 소린 아니지ㅋㅋ,1
머 대학교로 치면 과잠이지 ㅋㅋ 학교 뽕 땜에 잠깐차고 시간 지나면 거들떠도 안봄ㅋㅋ,0
이 나라형 부패는 더 교묘하게 해쳐먹겟지,0
40대 여자들이 나이값못하고 현빈 멋있다고 하악하악 거리는거 개극혐ㅋㅋ당신들의 튀어나온 뱃살과 흉측한 얼굴을보고 반성하길바람^^;;;,0
저위에 추잡한것 한놈과 한년 사진 내려라,0
내가 시키는거 가능? 닭 병신 종북짓한 병신 ㅇㅇ 해봐 ㅋㅋㅋ,1
갓겜충들 징글징글하노,0
에휴시빨,0
지금도 충분히 지리니까 자신감을 가져!!,0
세상에 소박한 사람이 다 죽었나,0
아니 시발 너무 훅 들어오는데 ㅋㅋㅋㅋㅋㅋ,1
캬캬오,0
캬아아아아아악!,0
충신인데 말하는거 웃기네 ㅋㅋㅋ,0
의외 ㅇㄷ?,0
ㅇㄴㅇ 맴버중 한명은 친할법한데 ..ㅇㅅㅇ 라던지... 무슨일이 있었던거냐,0
그거 랜덤인데,0
드립이 씹 노잼인데 왜 미안함,0
1회실점장면이 갑자기 넘어가면서 2회로 가네요...조금 아쉬워요ㅠㅠ 실점했을때 코멘트도 듣고 싶었는데ㅜㅜ,0
행복하게 사세요...,0
왔노ㅋㅋㅋㅋㅋ,0
연기는 좋은데 관객이 바보가 된 느낌이네요..연출 좀 신경쓰셔야 합니다,0
짱깨가 짱깨했을뿐이네,0
ㅋㅋㅋ 보노보노도 조개들고있으니 여혐이네 ㅅㅂ 별 그지같은 놈들 ㄷ ㄷ ㄷ,0
어떤는 머구곳일까...,0
독립 7년차) ㄴㄴ 압도적으로 달라짐. 집 조용하고 정신 안정되는거 하나만으로 말도 안되게 좋아짐,0
ㅆㅅㅌㅊ;;,0
감우성 연기 완전 대박 ㅠㅠ초딩 아들들이 울었네요ㅠㅠ최곱니다*!!!!,0
새봄누님도 슬슬 고소 안하시나?,0
글쎄다 고인이 생전에 참다참다 악플러들 잡고 보니 악플러 절대 다수가 여자였다는 보도를 봤는데 어이가 없네 또 전 남친 조준하면서 엉뚱한 소리하네 고인을 고약하고 특이한 사조에 악용하지 말기 바란다,0
참신추,0
니애미 광고좀 그만해,1
나도 여자지만 난 너무 저러는거 아니라고 본다...왜저러는거야??? 진짜???? 사람 왜 또 몰아세워??? 죽을 죄를 진거 아닌데??? 어지간하네...ㅡㅡ보지마!!! 안보면 되잖아!! 맞는말이네!! 너희가 더 같은 여자로써 불편해!!!,0
김민희배우좋은대.. 응원해주고싶다,0
아이씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋ마지막에 개터지네 ㅋㅋㅋㅋㅋ,0
조민기 남자답노 한녀들 참교육 린정한다 ^오^,1
좌우좌 통배권이라도 맞았냐곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
아미친 나두 ㅜ,0
여성최 까지 입력해도 최음제는 커녕 아무것도 안뜨는데.. 흠..,0
그냥 귀여운수준 아니냐 ㅋㅋㅋ,0
페미돼지년들 보고 딸칠일은 없으니깐 신경좀 꺼줬으면 ㅋ,1
저 애미애비란 놈년들이 자식들한테 한 짓거리 알고있으면 손절해도 뭐라할 사람 아무도 없다. 그리고 부모 손절한다고 사회에서 병신취급한다는건 뭔 개소리노,1
나는 순하고 유약하게 생긴 잦이 좋긔,1
"https://hs.inven.co.kr/dataninfo/card/detail.php?code=285 ""어서 일해라!""",0
우리나라 여자들 댓글로 지들끼리 싸우는것봐라 드라마가 현실이다 이래서 난 일본여자랑 결혼한다,0
ㄴㄴ 영화계에선 타율로봄. 원빈은 나온영화 다 대박쳤고 다 연기력 좋게 평가받음 장동건은 친구 태극기 빼고 다좆망. 원빈은 태극기 아저씨 포함 나온건 다 흥. 이 차이야. 영화계에선 그래서 원빈 >>>>>>>>> 장동건 이렇게봄,1
한번도 안본 드라마,0
뭐임 저게ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
뉴질랜드 기상청은 뭐라고했는지궁금하네요,0
아이테르 오너라니 배우신 분,0
그래서 총기 구매가 가능한 나라에서 산다고?,0
겉은젊어보여도속은 늘어졋겟지?,0
잘만 먹히면 80이 아니라 800 해도 살사람 있을텐데? 애기가 한시간반마다 깨서 우는거 밤새 케어된다면 그정도 값어치 충분히 있다,0
아니 뭐임,0
메뉴 바꿔야 하나,0
나 같으면 고추 작은 거 들키기 싫어서라도,0
오래쓰면 안되는거지 그래서,0
탁재훈추천..입담은 진짜 최고인듯ㅋ,0
저 캡쳐는 기자께 아닌데 기자한테 뭐라고하는거도 좀...,0
도대체 누굴보고 하는말?,0
제발 탈레반은 중국과 공존'해줘',0
용접이 무슨 앉아서 지지기만 하면 되는 건 줄 아나본뎅 실상 그게 아니거덩. 응용력이 필요한 거거덩. 그게 기술자거덩! 앉아서 지지기만 하면 노가다! 응용하고 짱구를 굴리면 기술자!,0
다이아는 그냥 판수로 밀어붙여도 간다,0
-통구이 검거^^,0
가슴왜캐 커짐,0
엄마없는 페미 김치새키들 지들은 남탕몰카 쳐보면서만화에서 해산물 깨트린건 졸라까네?ㅋㅋ,1
